Id;R;Rm;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
5845;A;Pc;Alvarez A.;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
5874;A;A;Rodriguez P.;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6011;A;A;Ekong;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
6160;A;Pc;Vivaldo;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
6204;A;A;Kvernadze;Frosinone;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
6242;A;A;Bidaoui;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0
6247;A;Pc;Yalcin;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
6249;A;Pc;Diaw;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
6418;A;Pc;Burnete;Lecce;1;6;6;0;0;0;0;0;0;0;0;0;0
6419;A;A;Corfitzen;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6427;A;Pc;Stewart;Salernitana;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
6490;A;Pc;Cruz;Verona;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
6519;A;Pc;Camarda;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
6530;A;"W;A";Ghedjemis;Frosinone;5;6,2;6,1;0;0;0;0;0;0;0;1;0;0
6565;A;Pc;Ankeye;Genoa;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
6583;A;A;Kabic;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
